model,case_id,domain,context_length,depth,seed,variant,protected_layers,k,found,completed,status,evidence_source,metric_semantics
Qwen3-4B,science_ctx6144_d50_s1,science,6144,50,1,tbgmp_top3,"[0, 8, 1]",3,False,True,completed,canonical_main_topk,exact_at_budget
Qwen3-4B,science_ctx6144_d90_s0,science,6144,90,0,fixed_l0,[0],1,True,True,ok,validated_fixed_layer_run,fixed_policy_outcome
Qwen3-4B,science_ctx6144_d90_s0,science,6144,90,0,fixed_l0_l7_l25,"[0, 7, 25]",3,False,True,ok,validated_fixed_layer_run,fixed_policy_outcome
Qwen3-4B,science_ctx6144_d90_s0,science,6144,90,0,tbgmp_top1,[0],1,True,True,completed,canonical_main_topk,exact_at_budget
Qwen3-4B,science_ctx6144_d90_s0,science,6144,90,0,tbgmp_top3,"[0, 8, 1]",3,True,True,completed,canonical_main_topk,exact_at_budget
Qwen3-4B,science_ctx6144_d90_s1,science,6144,90,1,fixed_l0,[0],1,False,True,ok,validated_fixed_layer_run,fixed_policy_outcome
Qwen3-4B,science_ctx6144_d90_s1,science,6144,90,1,fixed_l0_l7_l25,"[0, 7, 25]",3,True,True,ok,validated_fixed_layer_run,fixed_policy_outcome
Qwen3-4B,science_ctx6144_d90_s1,science,6144,90,1,tbgmp_top1,[0],1,False,True,completed,canonical_main_topk,exact_at_budget
Qwen3-4B,science_ctx6144_d90_s1,science,6144,90,1,tbgmp_top3,"[0, 8, 1]",3,True,True,completed,canonical_main_topk,exact_at_budget
Qwen3-4B,science_ctx8192_d10_s0,science,8192,10,0,fixed_l0,[0],1,True,True,ok,validated_fixed_layer_run,fixed_policy_outcome
Qwen3-4B,science_ctx8192_d10_s0,science,8192,10,0,fixed_l0_l7_l25,"[0, 7, 25]",3,True,True,ok,validated_fixed_layer_run,fixed_policy_outcome
Qwen3-4B,science_ctx8192_d10_s0,science,8192,10,0,tbgmp_top1,[0],1,True,True,completed,canonical_main_topk,exact_at_budget
Qwen3-4B,science_ctx8192_d10_s0,science,8192,10,0,tbgmp_top3,"[0, 8, 1]",3,True,True,completed,canonical_main_topk,exact_at_budget
Qwen3-4B,science_ctx8192_d10_s1,science,8192,10,1,fixed_l0,[0],1,False,True,ok,validated_fixed_layer_run,fixed_policy_outcome
Qwen3-4B,science_ctx8192_d10_s1,science,8192,10,1,fixed_l0_l7_l25,"[0, 7, 25]",3,True,True,ok,validated_fixed_layer_run,fixed_policy_outcome
Qwen3-4B,science_ctx8192_d10_s1,science,8192,10,1,tbgmp_top1,[0],1,False,True,completed,canonical_main_topk,exact_at_budget
Qwen3-4B,science_ctx8192_d10_s1,science,8192,10,1,tbgmp_top3,"[0, 8, 1]",3,True,True,completed,canonical_main_topk,exact_at_budget
Qwen3-4B,science_ctx8192_d50_s0,science,8192,50,0,fixed_l0,[0],1,False,True,ok,validated_fixed_layer_run,fixed_policy_outcome
Qwen3-4B,science_ctx8192_d50_s0,science,8192,50,0,fixed_l0_l7_l25,"[0, 7, 25]",3,True,True,ok,validated_fixed_layer_run,fixed_policy_outcome
Qwen3-4B,science_ctx8192_d50_s0,science,8192,50,0,tbgmp_top1,[0],1,False,True,completed,canonical_main_topk,exact_at_budget
Qwen3-4B,science_ctx8192_d50_s0,science,8192,50,0,tbgmp_top3,"[0, 8, 1]",3,True,True,completed,canonical_main_topk,exact_at_budget
Qwen3-4B,science_ctx8192_d50_s1,science,8192,50,1,fixed_l0,[0],1,False,True,ok,validated_fixed_layer_run,fixed_policy_outcome
Qwen3-4B,science_ctx8192_d50_s1,science,8192,50,1,fixed_l0_l7_l25,"[0, 7, 25]",3,True,True,ok,validated_fixed_layer_run,fixed_policy_outcome
Qwen3-4B,science_ctx8192_d50_s1,science,8192,50,1,tbgmp_top1,[0],1,False,True,completed,canonical_main_topk,exact_at_budget
Qwen3-4B,science_ctx8192_d50_s1,science,8192,50,1,tbgmp_top3,"[0, 8, 1]",3,True,True,completed,canonical_main_topk,exact_at_budget
Qwen3-4B,science_ctx8192_d90_s0,science,8192,90,0,fixed_l0,[0],1,False,True,ok,validated_fixed_layer_run,fixed_policy_outcome
Qwen3-4B,science_ctx8192_d90_s0,science,8192,90,0,fixed_l0_l7_l25,"[0, 7, 25]",3,False,True,ok,validated_fixed_layer_run,fixed_policy_outcome
Qwen3-4B,science_ctx8192_d90_s0,science,8192,90,0,tbgmp_top1,[0],1,False,True,completed,canonical_main_topk,exact_at_budget
Qwen3-4B,science_ctx8192_d90_s0,science,8192,90,0,tbgmp_top3,"[0, 8, 1]",3,True,True,completed,canonical_main_topk,exact_at_budget
Qwen3-4B,science_ctx8192_d90_s1,science,8192,90,1,fixed_l0,[0],1,False,True,ok,validated_fixed_layer_run,fixed_policy_outcome
Qwen3-4B,science_ctx8192_d90_s1,science,8192,90,1,fixed_l0_l7_l25,"[0, 7, 25]",3,True,True,ok,validated_fixed_layer_run,fixed_policy_outcome
Qwen3-4B,science_ctx8192_d90_s1,science,8192,90,1,tbgmp_top1,[0],1,False,True,completed,canonical_main_topk,exact_at_budget
Qwen3-4B,science_ctx8192_d90_s1,science,8192,90,1,tbgmp_top3,"[0, 8, 1]",3,True,True,completed,canonical_main_topk,exact_at_budget
